fault_id,project_code,station_id,station_name,created_at,closed_at,current_camera_id,current_camera_slot_id,current_camera_location_text,source_text,parsed_location_hint,derived_location_hint,match_status,target_slot_id,target_camera_id,target_slot_code,target_slot_location_desc,target_camera_location_desc,target_channel_number,target_project_device_code,target_score,ambiguous_options
371,unified,73,220kV仙宫变,2025/11/17,2025/11/17,,,,1-2#电容器室东侧32#摄像机故障现场勘查,,1-2#电容器室东侧,unresolved,,,,,,,,,
372,unified,74,220kV宏山变,2025/11/18,2025/11/18,,,,35kV开关室外墙9#摄像机故障更换,,,unresolved,,,,,,,,,
373,unified,18,110kV东山变,2025/11/19,2025/11/19,,,,35kV开关室6#摄像机故障更换,,35kV开关室,matched,379,379,LEGACY_unified_18_16_35kV开关室东南侧-17#球机_c17c02a115,35kV开关室东南侧-17#球机,35kV开关室东南侧-17#球机,9,9,13,
374,unified,25,110kV里隆变,2025/11/20,2025/11/20,,,,10kV开关室11#摄像机网口松动,,10kV开关室,ambiguous,,,,,,,,12,slot:552 10kV开关室东侧-10#球机 | slot:553 10kV开关室西侧-11#球机 | slot:558 10kV开关室北侧-16#球机 | slot:559 10kV开关室南侧-17#球机
375,unified,40,110kV桃园变,2025/12/1,2025/12/1,,,,#2主变西侧2#摄像机光纤收发器电源故障更换,,#2主变西侧,unresolved,,,,,,,,,
377,unified,73,220kV仙宫变,2025/12/3,2025/12/3,,,,1-2#电容器室东侧32#摄像机电源短路故障，未恢复,,1-2#电容器室东侧,unresolved,,,,,,,,,
378,unified,19,110kV五丰变,2025/12/4,2025/12/4,,,,室外全景1#枪机、室外大门6#枪机集中电源5V模块故障，重新接线后恢复。,,室外大门,matched,385,385,LEGACY_unified_19_38_室外大门口6#枪机_b83953b90a,室外大门口6#枪机,室外大门口6#枪机,6,6,7,
379,unified,74,220kV宏山变,2025/12/8,2025/12/8,,,,110kV场地东侧8#摄像机改名35kV开关室东侧外墙8#摄像机并更换,,110kV场地东侧,unresolved,,,,,,,,,
382,unified,59,220kV仙都变,2025/12/10,2025/12/10,,,,现场勘察,,,unresolved,,,,,,,,,
384,unified,59,220kV仙都变,2026/1/5,2026/1/5,,,主控楼门厅侧,主控楼门厅侧摄像机故障更换 | 地点: 缙云,,主控楼门厅侧,matched,1156,1156,LEGACY_unified_59_12_主控楼门厅侧-14#球机_979ab89b10,主控楼门厅侧-14#球机,主控楼门厅侧-14#球机,12,12,9,
386,unified,45,110kV东源变,2026/1/7,2026/1/7,,,110kV场地西侧,110kV场地西侧摄像机故障更换 | 地点: 青田,,110kV场地西侧,matched,923,923,LEGACY_unified_45_38_110kV场地西侧-6#球_6f0a1ecb9f,110kV场地西侧-6#球,110kV场地西侧-6#球,6,6,12,
388,inspection,69,220kV金亭变,2026/1/26,2026/1/26,,,,智能巡视辅控系统消缺 | 地点: 莲都,,,unresolved,,,,,,,,,
389,inspection,77,220kV鹤溪变,2026/1/27,2026/1/27,,,,智能巡视辅控系统消缺 | 地点: 景宁,,,unresolved,,,,,,,,,
393,unified,52,110kV高湖变,2026/2/3,2026/2/3,,,2#主变北侧,2#主变北侧摄像机故障更换 | 地点: 青田,,2#主变北侧,matched,1027,1027,LEGACY_unified_52_1_2#主变北侧-1#球机_22ed62b74d,2#主变北侧-1#球机,2#主变北侧-1#球机,1,1,8,
394,unified,23,110kV缙云变,2026/2/4,2026/2/4,,,,1#主变北侧8#摄像机故障更换未恢复，怀疑光纤中断 | 地点: 缙云,,1#主变北侧,unresolved,,,,,,,,,
395,unified,46,110kV侨乡变,2026/2/5,2026/2/5,,,,3#主变东南侧1#摄像机故障更换 | 地点: 青田,,3#主变东南侧,unresolved,,,,,,,,,
396,unified,36,110kV碧湖变,2026/2/28,2026/2/28,,,,主控楼楼顶南侧6#摄像机、主控楼楼顶东南侧7#摄像机更换 | 地点: 莲都,,主控楼楼顶南侧,unresolved,,,,,,,,,
397,auxiliary,67,220kV河阳变,2026/3/16,2026/3/16,,,,河树24P3线避雷器C相云台、河树24P3开关东、河渔1210开关东故障云台更换 | 地点: 缙云,,,unresolved,,,,,,,,,
398,unified,59,220kV仙都变,2026/3/17,2026/3/17,,,,2#主变西南侧10#摄像机故障更换 | 地点: 缙云,,2#主变西南侧,unresolved,,,,,,,,,
399,unified,65,220kV枫树变,2026/3/18,2026/3/18,,,,就地继保室外墙8#摄像机故障更换 | 地点: 莲都,,,unresolved,,,,,,,,,
400,unified,23,110kV缙云变,2026/3/19,2026/3/19,,,,1#主变北侧8#摄像机故障更换 | 地点: 缙云,,1#主变北侧,unresolved,,,,,,,,,
402,unified,80,220kV汤公变,2026/3/25,2026/3/25,,,,西南角13#摄像机排查维修后恢复 | 地点: 遂昌,,,unresolved,,,,,,,,,
404,unified,49,110kV港头变,2026/3/30,2026/3/30,,,,110kV场地西南侧、110kV场地东北侧电源挖断未恢复 | 地点: 青田,,,unresolved,,,,,,,,,
406,unified,17,110kV黄南变,2026/4/1,2026/4/1,,,,10kV开关室7#摄像机故障更换 | 地点: 松阳,,10kV开关室,matched,363,363,LEGACY_unified_17_44_10kV开关室东侧-12#球机_c8d2418858,10kV开关室东侧-12#球机,10kV开关室东侧-12#球机,12,12,12,
408,unified,18,110kV东山变,2026/4/8,2026/4/8,,,110kV场地东南侧,110kV场地东南侧摄像机集中电源接口故障，换接口后恢复正常 | 地点: 缙云,,110kV场地东南侧,matched,367,367,LEGACY_unified_18_4_110kV场地东南侧-5#球机_a04f9178ac,110kV场地东南侧-5#球机,110kV场地东南侧-5#球机,4,4,12,
